subscriber_id,msisdn,account_number,first_name,last_name,email,dob,state,plan_code,plan_start_date,device_type,imei,network_type,is_active,activation_date,deactivation_date,churn_reason,payment_method,monthly_spend,credit_score,num_lines,ported_from,created_at,updated_at
9146c90a-f6ae-4995-8b7f-14853e28e9a1,+16164958122,ACT17847194,Michael,Rodriguez,michael.rodriguez583@gmail.com,1996-07-02,NJ,POSTPAID_PRO,2020-09-28 04:11:26,hotspot,,5G_NSA,1,2019-06-18 06:04:55,,,debit_card,354.35,784,4,,2018-12-17 22:48:33,2024-07-26 08:28:45
00eef90a-f02a-414d-87ab-2747890028a4,+17268944668,ACT27172949,Linda,Rodriguez,linda.rodriguez739@gmail.com,1959-01-09,IL,POSTPAID_ELITE,2022-12-14 23:18:31,hotspot,,4G,1,2020-08-16 22:22:38,,,credit_card,389.15,828,6,,2018-03-23 20:47:44,2023-10-10 11:21:34
1f878f33-d62a-459d-8bb1-be28dea7d0e5,+16023720107,ACT44580774,Thomas,Smith,thomas.smith446@gmail.com,1999-07-24,NY,FAMILY_PLAN,2021-12-13 10:19:24,smartphone,750457098815677,WiFi_calling,1,2021-08-16 08:00:31,,,credit_card,346.85,660,2,,2019-05-23 23:06:08,2024-07-19 16:15:58
d3959e03-20da-4a8a-bb7d-8438ab8efe19,+15278332078,ACT35094784,Barbara,Brown,barbara.brown630@gmail.com,1983-02-10,IL,PREPAID_UNLIMITED,2023-12-07 14:16:34,tablet,936217913393489,WiFi_calling,0,2022-01-27 12:30:25,2024-02-25 02:06:56,service_quality,check,128.38,373,5,,2021-07-17 23:14:36,2024-07-30 17:00:37
bdb334fe-ed51-4374-9f8b-85057bf315a8,+16298690956,ACT89041102,Sarah,Brown,sarah.brown166@gmail.com,1954-04-12,CA,BUSINESS_UNLIMITED,2024-06-20 14:25:27,tablet,764027234061139,3G,1,2022-04-07 00:07:31,,,bank_transfer,92.32,644,3,,2021-10-27 05:09:19,2022-10-14 14:14:39
9a93efa4-398d-4622-8519-c57731a047f9,+17406333871,ACT59803827,Barbara,Martinez,barbara.martinez923@gmail.com,1953-02-11,FL,FAMILY_PLAN,2024-11-28 17:53:16,tablet,356101090029054,5G_NSA,1,2020-06-18 13:19:21,,,debit_card,269.57,303,4,,2019-11-01 13:27:33,2024-04-08 21:29:18
1502694c-a195-475a-8950-83e68864d7f2,+18191542491,ACT87982775,Charles,Rodriguez,charles.rodriguez240@gmail.com,1956-06-02,AZ,PREPAID_BASIC,2020-09-11 21:05:30,smartphone,863836779204299,5G,1,2020-05-29 19:12:10,,,auto_pay,113.08,389,4,boost,2019-01-24 01:48:46,2023-05-19 17:38:18
6034d73e-20e3-4945-ad1d-719fe6b12f4c,+12872374716,ACT33385023,Barbara,Gonzalez,barbara.gonzalez828@gmail.com,1981-10-20,WA,POSTPAID_PRO,2024-02-21 14:20:00,feature_phone,520009744325104,4G,1,2023-10-04 10:10:02,,,auto_pay,304.03,834,1,,2020-08-05 05:37:30,2024-07-08 13:48:05
9193cedf-3f22-4a3a-8f0f-70e5104df34f,+18408151393,ACT41082857,Jessica,Jackson,jessica.jackson460@gmail.com,2004-02-13,OH,POSTPAID_STARTER,2023-04-29 03:00:12,smartphone,619781177824139,3G,1,2020-12-20 08:53:48,,,debit_card,260.0,522,6,,2018-04-01 23:56:04,2022-04-25 07:04:07
c7c7bf40-a183-42ee-9e64-a5dd57dc1bc7,+13455376867,ACT25418364,David,Jackson,david.jackson123@gmail.com,1979-03-07,TX,POSTPAID_PRO,2020-01-18 19:29:27,tablet,699648534854946,5G,1,2019-07-17 05:04:43,,,cash,449.16,489,3,porting_unknown,2018-01-21 00:42:27,2022-08-30 10:40:35
0a85281a-17db-4532-8232-696b2a1083f6,+14001250946,ACT18826481,Richard,Miller,richard.miller394@gmail.com,1984-02-19,AZ,BUSINESS_50,2020-10-20 05:34:54,smartwatch,,5G,1,2020-01-23 16:20:56,,,bank_transfer,396.77,442,4,,2019-12-30 07:02:37,2023-09-30 21:06:52
8111f9e8-b2aa-47b7-a632-81c55d86b297,+16295500754,ACT19039457,Joseph,Martin,joseph.martin921@gmail.com,1987-08-09,OH,PREPAID_UNLIMITED,2021-01-09 08:08:45,feature_phone,655176727134700,4G,1,2019-08-17 19:36:39,,,credit_card,405.95,420,4,,2018-08-29 03:42:02,2019-12-23 13:37:36
9a3dc3a6-6d6a-4171-99a6-d6779c557b20,+13693852752,ACT14307446,Barbara,Martin,barbara.martin394@gmail.com,1990-03-15,AZ,PREPAID_UNLIMITED,2023-08-26 05:42:11,hotspot,,5G_NSA,1,2020-02-13 10:34:40,,,credit_card,357.94,,3,,2018-02-28 00:23:27,2020-07-13 12:59:35
8f8b8831-ddbc-4270-993f-419c2fa049f4,+17451422141,ACT32586071,Linda,Lopez,linda.lopez766@gmail.com,1987-02-17,MI,POSTPAID_ELITE,2020-02-22 11:28:04,smartphone,255545117069826,4G,1,2019-01-06 16:27:55,,,voucher,270.96,767,4,,2018-01-21 22:17:39,2022-05-10 04:52:45
a6a8fcaa-f5ff-4f7e-af32-8c2c66aaf59f,+19265963949,ACT60373122,Susan,Hernandez,,1986-12-13,MI,PREPAID_BASIC,2020-06-26 16:38:48,feature_phone,884813157190193,3G,0,2020-02-16 14:26:40,2023-02-28 04:52:34,competitor_offer,debit_card,82.53,477,6,att,2018-03-20 11:34:21,2021-04-12 16:30:14
0c598a49-dee9-4eb8-9122-ce8544665c92,+18752360790,ACT22842701,William,Thomas,william.thomas518@gmail.com,1958-09-05,FL,BUSINESS_50,2022-07-30 03:07:55,smartwatch,,3G,0,2021-05-17 16:40:27,2023-04-23 15:11:18,,bank_transfer,184.8,600,1,,2019-10-03 19:28:19,2023-07-31 08:22:43
58eb5733-ddce-41e1-a61b-7abf07a969dc,+12928830771,ACT97085659,Linda,Davis,linda.davis620@gmail.com,1982-07-01,MI,POSTPAID_ELITE,2021-10-09 03:12:16,smartphone,836454237260268,5G,1,2021-02-27 07:39:08,,,bank_transfer,153.59,511,1,,2018-10-22 19:55:16,2023-02-06 11:47:56
968708e3-374d-4712-becb-8e9317521b94,+17421855849,ACT96473315,Michael,Thomas,michael.thomas658@gmail.com,1982-07-26,NJ,POSTPAID_PRO,2021-04-13 18:28:45,tablet,125472553490998,4G,1,2021-01-30 12:03:52,,,cash,333.8,561,6,,2019-01-10 17:26:39,2023-11-30 22:22:15
dbc9691f-bd3d-412f-a992-f37181bea67d,+15687060201,ACT54107638,Linda,Gonzalez,linda.gonzalez836@gmail.com,2004-04-17,IL,BUSINESS_UNLIMITED,2021-03-24 10:48:28,smartphone,903885716670392,4G,1,2020-11-14 21:17:15,,,check,46.5,680,4,,2018-06-24 05:18:41,2021-03-30 02:55:25
43b833b1-9256-42eb-ad6d-594d9820a2df,+16955815530,ACT42539775,Linda,Wilson,linda.wilson451@gmail.com,1957-05-27,FL,PREPAID_UNLIMITED,2021-02-16 07:08:48,smartphone,926644048297845,4G,1,2019-08-07 20:30:38,,,credit_card,154.25,652,3,att,2018-09-24 22:20:23,2020-03-31 22:22:41
d18670a9-ea9e-4379-b4ad-98348d74dfd0,+15555122414,ACT13376322,Jessica,Garcia,jessica.garcia829@gmail.com,1986-04-10,WA,POSTPAID_ELITE,2020-08-17 10:29:09,smartphone,211732755491477,3G,1,2019-12-11 21:09:10,,,check,393.3,623,1,,2019-07-13 23:40:55,2023-03-23 08:53:16
1f02e5a7-4b49-48c0-81b3-1024c85933f2,+16046655969,ACT59014423,Joseph,Miller,joseph.miller340@gmail.com,,CO,POSTPAID_ELITE,2023-03-04 10:28:24,feature_phone,550378441240231,5G,1,2022-08-17 22:18:42,,,check,290.36,745,1,sprint,2019-06-15 02:48:37,2024-12-01 05:08:56
05f394b8-a0c1-430a-b8d8-91415525be37,+15749895175,ACT98865436,Charles,Hernandez,charles.hernandez842@gmail.com,1957-05-03,CA,FAMILY_PLAN,2022-03-31 17:33:25,smartphone,402223287914788,3G,1,2020-02-10 00:31:35,,,bank_transfer,210.44,606,2,,2019-02-26 09:30:41,2020-03-12 02:00:32
0712685c-6d53-4fa5-b17d-ee7c958ec77f,+18230192418,ACT87300763,Mary,Thomas,,1993-05-21,MI,PREPAID_UNLIMITED,2020-06-12 18:10:36,smartphone,453921974531671,4G,1,2020-03-08 04:20:48,,,debit_card,402.23,602,5,porting_unknown,2018-05-30 06:50:12,2022-06-01 17:38:15
7f239412-9a21-4a20-9543-2b601663c8e5,+16219217489,ACT39643494,Thomas,Jones,thomas.jones848@gmail.com,1992-04-03,VA,BUSINESS_50,2020-03-31 02:58:48,feature_phone,485465221451902,3G,1,2019-01-20 15:22:03,,,debit_card,145.96,773,2,,2018-11-09 05:04:39,2023-03-11 05:47:57
a50a4027-5c52-4508-96c6-65a4c6c21931,+12483544635,ACT79172600,James,Martinez,james.martinez181@gmail.com,1990-08-28,IL,BUSINESS_UNLIMITED,2024-04-21 12:13:21,smartphone,235710834474123,4G,1,2021-12-19 04:52:01,,,auto_pay,402.85,653,2,,2021-09-03 15:05:19,2022-10-07 23:00:46
45a7c7c4-c587-449f-969d-af2eb62cca1c,+17534135648,ACT54751037,Susan,Moore,susan.moore308@gmail.com,1988-11-01,WA,POSTPAID_STARTER,2021-11-19 06:49:08,smartphone,319101965190137,LTE,1,2021-11-15 13:30:47,,,voucher,259.51,403,3,sprint,2021-09-03 12:17:11,2023-11-25 01:31:25
d4b0bc3f-54c1-4a5d-8fa2-ed2753265740,+18486397043,ACT44172174,Joseph,Moore,joseph.moore872@gmail.com,1963-04-09,IL,BUSINESS_50,2020-05-30 06:01:25,hotspot,,LTE,1,2019-12-09 10:40:52,,,bank_transfer,,536,3,,2018-06-30 23:32:31,2024-01-26 16:45:10
c0911808-d67e-493f-8545-d958b9c65558,+18546927501,ACT94328014,Susan,Jones,susan.jones149@gmail.com,2001-09-13,CO,BUSINESS_UNLIMITED,2024-06-08 09:03:35,tablet,727366616269963,4G,1,2019-11-30 08:25:32,,,cash,194.1,715,2,boost,2019-03-05 21:16:59,2023-08-20 15:51:26
e85c6012-0c45-4677-881c-5eb6cfa80f00,+18059766060,ACT64466112,Charles,Moore,charles.moore335@gmail.com,1972-04-01,IL,POSTPAID_PRO,2021-03-26 18:41:21,hotspot,,3G,1,2020-06-23 00:41:16,,,debit_card,208.27,832,1,,2018-07-13 11:52:14,2021-02-07 08:23:43
25dd5dec-551f-4a57-916d-d7155fff70c4,+17076941055,ACT21737037,Linda,Johnson,linda.johnson204@gmail.com,,CO,POSTPAID_STARTER,2024-06-24 20:40:11,hotspot,,4G,1,2020-07-01 05:12:13,,,debit_card,232.35,486,4,,2019-09-18 09:46:34,2021-03-25 19:48:55
f926aab3-c048-4300-bf0a-640187d09966,+13516805502,ACT73572924,William,Taylor,william.taylor290@gmail.com,1983-09-26,NC,BUSINESS_50,2023-09-13 01:46:50,smartwatch,,WiFi_calling,1,2020-09-13 15:12:11,,,check,216.16,415,2,,2020-07-27 22:50:52,2022-09-10 21:14:10
a7e1e0c4-16f6-477b-8874-94ce0ef4ac18,+15400996244,ACT31073993,Thomas,Thomas,thomas.thomas327@gmail.com,1967-04-04,TX,BUSINESS_50,2020-11-22 20:37:06,tablet,986379832046669,5G_NSA,0,2019-06-10 04:43:44,2022-11-05 23:43:09,deceased,cash,253.14,336,2,,2019-01-01 19:57:47,2020-03-22 11:36:33
c762ccda-7051-4195-b4fc-539bf72d7424,+19432626193,ACT83304842,Barbara,Martin,barbara.martin496@gmail.com,1970-08-05,MA,BUSINESS_UNLIMITED,2021-04-07 21:16:28,feature_phone,404160097272173,3G,1,2019-05-16 19:58:04,,,cash,227.79,409,2,verizon,2019-01-17 22:11:58,2021-11-16 15:42:14
